"Name","ID","State","Notes","User","Tags","Created","rqvae_uid","uid","Runtime","dataset_split","dataset_folder","use_image_features","log_dir","pretrained_rqvae_path","log_every","accelerator","amp","attn_embed_dim","attn_heads","attn_layers","batch_size","category","dataset","debug","decoder_embed_dim","device","dropout_p","eval_every","force_dataset_process","full_eval_every","gradient_accumulate_every","iterations","learning_rate","mixed_precision_type","model_jagged_mode","partial_eval_every","save_model_every","split_batches","train_data_subsample","vae_codebook_normalize","vae_codebook_size","vae_embed_dim","vae_hidden_dims","vae_input_dim","vae_n_cat_feats","vae_n_layers","vae_sim_vq","wandb_logging","weight_decay","enable_fairness","use_tiger_fairness","pretrained_decoder_path","feature_combination_mode","run_prefix","prefix_matching","rope","eval/loss","eval/loss_0","eval/loss_1","eval/loss_2","eval/loss_3","eval/seq_length_p0.25","eval/seq_length_p0.5","eval/seq_length_p0.75","eval/seq_length_p0.9","eval/seq_length_p1","gini@1","gini@10","gini@5","h@1","h@10","h@10_pos_0","h@10_pos_1","h@10_pos_2","h@10_pos_3","h@10_slice_:1","h@10_slice_:2","h@10_slice_:3","h@10_slice_:4","h@1_pos_0","h@1_pos_1","h@1_pos_2","h@1_pos_3","h@1_slice_:1","h@1_slice_:2","h@1_slice_:3","h@1_slice_:4","h@5","h@5_pos_0","h@5_pos_1","h@5_pos_2","h@5_pos_3","h@5_slice_:1","h@5_slice_:2","h@5_slice_:3","h@5_slice_:4","metrics/gini@1","metrics/gini@10","metrics/gini@5","metrics/h@1","metrics/h@10","metrics/h@10_pos_0","metrics/h@10_pos_1","metrics/h@10_pos_2","metrics/h@10_pos_3","metrics/h@10_slice_:1","metrics/h@10_slice_:2","metrics/h@10_slice_:3","metrics/h@10_slice_:4","metrics/h@1_pos_0","metrics/h@1_pos_1","metrics/h@1_pos_2","metrics/h@1_pos_3","metrics/h@1_slice_:1","metrics/h@1_slice_:2","metrics/h@1_slice_:3","metrics/h@1_slice_:4","metrics/h@5","metrics/h@5_pos_0","metrics/h@5_pos_1","metrics/h@5_pos_2","metrics/h@5_pos_3","metrics/h@5_slice_:1","metrics/h@5_slice_:2","metrics/h@5_slice_:3","metrics/h@5_slice_:4","metrics/ndcg@1","metrics/ndcg@10","metrics/ndcg@5","metrics/recall@1","metrics/recall@10","metrics/recall@5","ndcg@1","ndcg@10","ndcg@5","recall@1","recall@10","recall@5","train/learning_rate","train/loss_0","train/loss_1","train/loss_2","train/loss_3","train/seq_length_p0.25","train/seq_length_p0.5","train/seq_length_p0.75","train/seq_length_p0.9","train/seq_length_p1","train/total_loss","enable_image_cross_attn","use_rqvae_cross_attn"
"clip-concat-decoder-amazon-beauty/1749949502/1756984336","af78elgz","finished","-","","amazon, beauty, clip-concat","2025-09-04T11:12:17.000Z","1749949502","1756984336","18521","beauty","dataset/amazon/2014","true","/home/scur2745/logdir/decoder/amazon/2014/beauty/1756984336","/home/scur2745/logdir/rqvae/amazon/2014/beauty/1749949502/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x147a17bbd430>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","concat","clip-concat","false","false","17.645503000779584","6.546509265899658","5.497909025712446","2.9169588685035706","2.6841260574080725","16","21.272727272727273","32.65909090909091","53.35453935102983","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.2028635096662692","0.11376231572987236","0.009927111747082232","0.04037919778205071","0.3347046460671645","0.30121182310065736","0.291866028708134","0.6616732996467379","0.3347046460671645","0.13571524392970533","0.07230693556320708","0.04037919778205071","0.1457765058355319","0.08876268836918123","0.06922148191208694","0.4027634932701337","0.1457765058355319","0.041631265930331354","0.018602155345883827","0.009927111747082232","0.028663417251710413","0.26838975092787193","0.2213030452086035","0.20162768859276484","0.5882037293744131","0.26838975092787193","0.1007020524974288","0.05115592720118052","0.028663417251710413","0.009927111747082232","0.02319829706335926","0.019423701825839367","0.009927111747082232","0.04037919778205071","0.028663417251710413","","","","","","","0.00006708187162052427","0.16036733984947205","0.123093381524086","0.04328157380223274","0.02912149950861931","8","12","16","24","68","0.3558638095855713","",""
"clip-concat-decoder-amazon-sports/1749949945/1756983162","07fniih5","finished","-","","amazon, clip-concat, sports","2025-09-04T10:52:43.000Z","1749949945","1756983162","18709","sports","dataset/amazon/2014","true","/home/scur2745/logdir/decoder/amazon/2014/sports/1756983162","/home/scur2745/logdir/rqvae/amazon/2014/sports/1749949945/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14ddcf2b6460>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","concat","clip-concat","false","false","16.534453882489885","6.363364376340594","5.365553631101336","3.1020380224500386","1.7034978781427657","16","20.97142857142857","31.942857142857143","49.98285260881696","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.22149256646303328","0.12128818098397982","0.022192257992022024","0.05188493735603124","0.28802179897747066","0.27863924939603346","0.26596999831451207","0.7741727063318163","0.28802179897747066","0.1380695544693522","0.08812292825439631","0.05188493735603124","0.13267599303331648","0.10666329569076914","0.07775717736951514","0.43376032361368616","0.13267599303331648","0.07011629866846453","0.0440755098601045","0.022192257992022024","0.04312040002247317","0.23464801393336704","0.21259621327040845","0.18147086914995225","0.7136917804371032","0.23464801393336704","0.11778751615259284","0.07489184785662116","0.04312040002247317","0.022192257992022024","0.03626184833307814","0.03344082279012335","0.022192257992022024","0.05188493735603124","0.04312040002247317","","","","","","","0.00006708187162052427","0.2468130737543106","0.2180403470993042","0.09151653200387956","0.08906777203083038","8","12","16","24","52","0.6454377174377441","",""
"clip-concat-decoder-amazon-toys/1749950345/1756949408","87bwkhph","finished","valid masking text features","","amazon, clip-concat, toys","2025-09-04T01:30:09.000Z","1749950345","1756949408","18235","toys","dataset/amazon/2014","true","/home/scur2745/logdir/decoder/amazon/2014/toys/1756949408","/home/scur2745/logdir/rqvae/amazon/2014/toys/1749950345/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14e757879340>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","concat","clip-concat","false","false","18.774104168540553","6.912227480035079","6.270801054803949","3.456014545340287","2.1350612891347787","16","20.105263157894736","31.18421052631579","51.75789280941612","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.23027791269678272","0.12868157153652782","0.029826911188955287","0.07675664537399547","0.3635380177209973","0.32680815990109213","0.32526272408819284","0.7678755409025345","0.3635380177209973","0.16824644549763032","0.11204409643519472","0.07675664537399547","0.18060993200082423","0.1166288893467958","0.0971563981042654","0.447300638780136","0.18060993200082423","0.07222336698949104","0.047135792293426744","0.029826911188955287","0.06042654028436019","0.29986606222954876","0.2473727591180713","0.2323820317329487","0.7047187306820524","0.29986606222954876","0.13429837214094376","0.08989284978363898","0.06042654028436019","0.029826911188955287","0.05106252857215009","0.045776971607789936","0.029826911188955287","0.07675664537399547","0.06042654028436019","","","","","","","0.00006708187162052427","0.141104057431221","0.057663802057504654","0.05056636780500412","0.03606288507580757","8","12","16","28","72","0.28539711236953735","",""
"new-2023-clip-sum-decoder-amazon-software/1750812789/1750819697","jdxf1smj","finished","-","","amazon-2023, clip-sum, software","2025-06-25T02:48:18.000Z","1750812789","1750819697","16221","software","dataset/amazon/2023","true","/home/scur2745/logdir/decoder/amazon/2023/software/1750819697","/home/scur2745/logdir/rqvae/amazon/2023/software/1750812789/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14f4137b73d0>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","new-2023-clip-sum","false","false","11.111196790422712","4.821823888895463","3.7368518138418394","1.7442454464581547","0.8082756351451484","16.081632653061224","22.285714285714285","33.326530612244895","53.869382274394134","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00004800000000000001","0.000012","0.01904","0.09196","0.40364","0.37336","0.32004","0.75212","0.40364","0.17088","0.11264","0.09196","0.14608","0.0908","0.05664","0.4072","0.14608","0.04032","0.02436","0.01904","0.05932","0.31064","0.25808","0.2028","0.67008","0.31064","0.11488","0.07276","0.05932","0.01904","0.04969506573884504","0.03918692472926834","0.01904","0.09196","0.05932","","","","","","","0.00006708187162052427","1.3555830717086792","0.692116916179657","0.5349229574203491","0.19809946417808533","8","12","16","24","44","2.7807226181030273","",""
"new-2023-clip-sum-decoder-amazon-sports/1750618180/1750801581","nxij2het","finished","-","","amazon-2023, clip-sum, sports","2025-06-24T21:46:22.000Z","1750618180","1750801581","27993","sports","dataset/amazon/2023","true","/home/scur2745/logdir/decoder/amazon/2023/sports/1750801581","/home/scur2745/logdir/rqvae/amazon/2023/sports/1750618180/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14f86f8744f0>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","new-2023-clip-sum","false","false","11.169436435310208","4.147472070187939","3.5790403132535973","2.1955404573557327","1.2473836261398938","16","21.59183673469388","32.02040816326531","51.1020358338648","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.17159154603176935","0.10677133333336236","0.06164","0.10724","0.32804","0.29388","0.33896","0.59588","0.32804","0.16008","0.11776","0.10724","0.14184","0.15972","0.18104","0.14744","0.14184","0.08268","0.06272","0.06164","0.0974","0.27516","0.22148","0.2602","0.4524","0.27516","0.13928","0.103","0.0974","0.06164","0.08510473420983077","0.08190389487278091","0.06164","0.10724","0.0974","","","","","","","0.00006708187162052427","3.722888469696045","2.7090094089508057","1.46770977973938","0.7876807451248169","8","12","16","26","68","8.687288284301758","",""
"new-2023-clip-sum-decoder-amazon-games/1750643230/1750648522","9k6nfnx8","finished","-","","amazon-2023, clip-sum, games","2025-06-23T03:15:23.000Z","1750643230","1750648522","17607","games","dataset/amazon/2023","true","/home/scur2745/logdir/decoder/amazon/2023/games/1750648522","/home/scur2745/logdir/rqvae/amazon/2023/games/1750643230/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14fa29fb61c0>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","new-2023-clip-sum","false","false","14.076094899858749","6.292449552185682","4.517603728235985","1.7699107807509753","1.4961308362532637","16","22.040816326530617","32.51020408163265","52.03265007174745","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.23463079047615268","0.11200800000001578","0.01344","0.04956","0.30728","0.29616","0.33744","0.68336","0.30728","0.12912","0.08564","0.04956","0.09812","0.08776","0.12516","0.37076","0.09812","0.02976","0.0204","0.01344","0.03472","0.23472","0.22076","0.2644","0.59332","0.23472","0.08972","0.05924","0.03472","0.01344","0.0290602414359008","0.02426527017419504","0.01344","0.04956","0.03472","","","","","","","0.00006708187162052427","0.9575273990631104","0.6586512327194214","0.29824334383010864","0.24820606410503387","8","12","16","24","64","2.162628173828125","",""
"new-2023-clip-sum-decoder-amazon-toys/1750617741/1750642293","zdd5i5xv","finished","-","","amazon-2023, clip-sum, toys","2025-06-23T01:31:34.000Z","1750617741","1750642293","30319","toys","dataset/amazon/2023","true","/home/scur2745/logdir/decoder/amazon/2023/toys/1750642293","/home/scur2745/logdir/rqvae/amazon/2023/toys/1750617741/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x1493ef5350d0>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","new-2023-clip-sum","false","false","9.534688307314504","3.2617286516695607","2.835462672369821","1.9708443685453765","1.4666527193419787","16.163265306122447","22.77551020408163","33.69387755102041","53.97550621811224","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.301794619047546","0.16024000000005847","0.18692","0.2752","0.52924","0.45584","0.54484","0.52788","0.52924","0.3542","0.29584","0.2752","0.28508","0.33344","0.3462","0.3452","0.28508","0.22412","0.18884","0.18692","0.25096","0.44312","0.40824","0.46648","0.45344","0.44312","0.3108","0.26136","0.25096","0.18692","0.22750387253134288","0.2195371227917101","0.18692","0.2752","0.25096","","","","","","","0.00006708187162052427","2.771381378173828","2.127058982849121","1.186654567718506","0.7473037838935852","8","12","16","28","80","6.832398891448975","",""
"new-2023-clip-sum-decoder-amazon-beauty/1750618001/1750619946","yvz6jv4c","finished","-","","amazon-2023, beauty, clip-sum","2025-06-22T19:19:07.000Z","1750618001","1750619946","15008","beauty","dataset/amazon/2023","true","/home/scur2745/logdir/decoder/amazon/2023/beauty/1750619946","/home/scur2745/logdir/rqvae/amazon/2023/beauty/1750618001/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x1475ccbb9040>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","new-2023-clip-sum","false","false","28.754634857177734","21.51215934753418","6.046715259552002","1.1957614421844482","0","20","28","44","68","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.09667074471422286","0.051449275362318914","0.043478260869565216","0.11067193675889328","0.1541501976284585","0.2134387351778656","0.28063241106719367","1","0.1541501976284585","0.11067193675889328","0.11067193675889328","0.11067193675889328","0.05138339920948617","0.05138339920948617","0.05928853754940711","1","0.05138339920948617","0.043478260869565216","0.043478260869565216","0.043478260869565216","0.08300395256916997","0.1067193675889328","0.12648221343873517","0.1699604743083004","1","0.1067193675889328","0.08300395256916997","0.08300395256916997","0.08300395256916997","0.043478260869565216","0.07227260213602281","0.06324824822647189","0.043478260869565216","0.11067193675889328","0.08300395256916997","","","","","","","0.00006708187162052427","0.000006354409379127901","0.00003038993054360617","0.0010298093548044562","0","8","12","20","32","80","0.0010665536392480135","",""
"new-2023-decoder-amazon-software/1750517045/1750619515","ob61hw4d","finished","-","","amazon-2023, software","2025-06-22T19:11:56.000Z","1750517045","1750619515","12232","software","dataset/amazon/2023","false","/home/scur2745/logdir/decoder/amazon/2023/software/1750619515","/home/scur2745/logdir/rqvae/amazon/2023/software/1750517045/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x146f052391f0>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","","new-2023","false","false","8.506548609052386","4.832788895587532","1.9295534041463112","0.6803246797347555","1.0638816016060966","16","22.53061224489796","33.12244897959184","53.657139369419646","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.12836","0.33556","0.50772","0.59332","0.76312","0.6946","0.50772","0.39864","0.36472","0.33556","0.19004","0.31176","0.42856","0.25028","0.19004","0.15144","0.1364","0.12836","0.28804","0.43828","0.49692","0.6458","0.56336","0.43828","0.34312","0.31124","0.28804","0.12836","0.2299955938810637","0.21455801899641608","0.12836","0.33556","0.28804","","","","","","","0.00006708187162052427","1.940533995628357","0.5885938405990601","0.2566908001899719","0.2902904152870178","8","12","20","28","64","3.076108932495117","",""
"new-2023-decoder-amazon-games/1750517268/1750619301","whxvgewu","finished","-","","amazon-2023, games","2025-06-22T19:08:22.000Z","1750517268","1750619301","12676","games","dataset/amazon/2023","false","/home/scur2745/logdir/decoder/amazon/2023/games/1750619301","/home/scur2745/logdir/rqvae/amazon/2023/games/1750517268/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14c3e1bf51f0>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","","new-2023","false","false","14.89113019437206","6.27713647180674","4.704292151392723","2.42032537168386","1.489376104607874","16","22.163265306122447","32.83673469387755","52.5142822265625","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.36718317142846696","0.17463866666671315","0.00356","0.015","0.168","0.21604","0.29996","0.70664","0.168","0.04568","0.02404","0.015","0.04656","0.03828","0.04464","0.2552","0.04656","0.01168","0.00568","0.00356","0.00984","0.12044","0.13208","0.18056","0.594","0.12044","0.03184","0.01632","0.00984","0.00356","0.008385169748675028","0.006737751487379269","0.00356","0.015","0.00984","","","","","","","0.00006708187162052427","1.0051052570343018","0.4891933798789978","0.3446606993675232","0.15706190466880798","8","12","16","24","76","1.9960212707519531","",""
"new-2023-decoder-amazon-toys/1750516446/1750562505","45m8qco1","finished","-","","amazon-2023, toys","2025-06-22T03:21:46.000Z","1750516446","1750562505","14217","toys","dataset/amazon/2023","false","/home/scur2745/logdir/decoder/amazon/2023/toys/1750562505","/home/scur2745/logdir/rqvae/amazon/2023/toys/1750516446/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x147c516f31c0>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","","new-2023","false","false","10.972977891260264","4.045274306316765","3.1284496248984826","2.0812651381200675","1.7179888559847465","16","22.77551020408163","33.714285714285715","53.90203732860331","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.38210889523797253","0.26666333333330117","0.04468","0.08552","0.22628","0.19628","0.34476","0.0982","0.22628","0.13788","0.09944","0.08552","0.14308","0.11604","0.14184","0.08612","0.14308","0.06056","0.04608","0.04468","0.08044","0.2144","0.19332","0.246","0.08668","0.2144","0.12152","0.08704","0.08044","0.04468","0.06513154244170101","0.06350924727995345","0.04468","0.08552","0.08044","","","","","","","0.00006708187162052427","4.17374324798584","3.2491469383239746","2.150398969650269","1.5837619304656982","8","12","16","28","64","11.15705108642578","",""
"new-2023-decoder-amazon-sports/1750516310/1750562267","g978w2h0","finished","-","","amazon-2023, sports","2025-06-22T03:17:48.000Z","1750516310","1750562267","13824","sports","dataset/amazon/2023","false","/home/scur2745/logdir/decoder/amazon/2023/sports/1750562267","/home/scur2745/logdir/rqvae/amazon/2023/sports/1750516310/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x1535067b3040>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","200000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","","new-2023","false","false","10.842303470689425","4.337752449269197","3.198413663980912","1.869788415577947","1.4363489199657828","16.06122448979592","21.714285714285715","32.10204081632653","50.99591687260842","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.17679179365087228","0.1495913333333948","0.0402","0.08912","0.22292","0.25396","0.30188","0.09796","0.22292","0.13452","0.10716","0.08912","0.12816","0.12848","0.10188","0.09164","0.12816","0.08672","0.04156","0.0402","0.07736","0.12992","0.16464","0.24984","0.09164","0.12992","0.09924","0.08612","0.07736","0.0402","0.0629236251937676","0.059091657465644584","0.0402","0.08912","0.07736","","","","","","","0.00006708187162052427","4.360250473022461","3.0103015899658203","1.843321442604065","1.3663663864135742","8","12","16","24","76","10.580240249633787","",""
"new-2023-decoder-amazon-beauty/1750516729/1750518050","0zbunj64","finished","-","","amazon-2023, beauty","2025-06-21T15:00:51.000Z","1750516729","1750518050","11601","beauty","dataset/amazon/2023","false","/home/scur2745/logdir/decoder/amazon/2023/beauty/1750518050","/home/scur2745/logdir/rqvae/amazon/2023/beauty/1750516729/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x1516b273a190>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","20000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","","new-2023","false","false","31.635055541992188","19.86827278137207","9.406192779541016","2.3013079166412354","0.05928230658173561","20","28","44","68","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.10854507811029544","0.05573122529644277","0.023715415019762844","0.07114624505928854","0.14624505928853754","0.26877470355731226","0.4743083003952569","0.9960474308300395","0.14624505928853754","0.07114624505928854","0.07114624505928854","0.07114624505928854","0.04743083003952569","0.05533596837944664","0.07509881422924901","0.9762845849802372","0.04743083003952569","0.023715415019762844","0.023715415019762844","0.023715415019762844","0.05138339920948617","0.09881422924901186","0.1660079051383399","0.30039525691699603","0.9960474308300395","0.09881422924901186","0.05533596837944664","0.05138339920948617","0.05138339920948617","0.023715415019762844","0.04267705147150356","0.03669474721341236","0.023715415019762844","0.07114624505928854","0.05138339920948617","","","","","","","0.00006708187162052427","0.000016780462829046883","0.00000101816749520367","9.606808362150332e-7","9.423658520191223e-10","8","12","20","32","76","0.000018760252714855596","",""
"clip-sum-v2-decoder-amazon-sports/1749950218/1750312346","wah7w3r7","finished","-","","amazon, clip-sum, sports","2025-06-19T05:52:27.000Z","1749950218","1750312346","19701","sports","dataset/amazon","true","/home/scur2745/logdir/decoder/amazon/sports/1750312346","/home/scur2745/logdir/rqvae/amazon/sports/1749950218/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x148ff17f1130>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","20000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","clip-sum-v2","false","false","16.530424288340978","6.166028349740165","5.512591188294547","3.120902722222465","1.7309020136083877","16.02857142857143","21.32857142857143","31.735714285714284","49.397142846243725","79.71428571428571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.23166358329383113","0.12588066745325102","0.00879262879937075","0.029046575650317433","0.26931288274622167","0.25144671048935335","0.25723355244676666","0.7629642114725547","0.26931288274622167","0.11225349738749368","0.06095848081352885","0.029046575650317433","0.10891061295578404","0.08340356199786506","0.055171638856115514","0.45626158772964776","0.10891061295578404","0.0471093881678746","0.02137760548345413","0.00879262879937075","0.021405696949266813","0.20919714590707345","0.18287544244058657","0.16675094106410474","0.7009382549581438","0.20919714590707345","0.0895555930108433","0.04632282712511939","0.021405696949266813","0.00879262879937075","0.01778967305065819","0.015344481423448228","0.00879262879937075","0.029046575650317433","0.021405696949266813","","","","","","","0.00006708187162052427","0.47576940059661865","0.2455092966556549","0.16938352584838867","0.08264113962650299","8","12","16","26","68","0.9733033776283264","",""
"clip-sum-v2-decoder-amazon-toys/1749950278/1750312203","ieldvnqt","finished","-","","amazon, clip-sum, toys","2025-06-19T05:50:04.000Z","1749950278","1750312203","16689","toys","dataset/amazon","true","/home/scur2745/logdir/decoder/amazon/toys/1750312203","/home/scur2745/logdir/rqvae/amazon/toys/1749950278/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x15039b9e9190>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","20000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","clip-sum-v2","false","false","19.72550675743505","7.118180990219116","6.445048426326952","3.889606654644013","2.272670700361854","16","20.657894736842103","31.092105263157897","51.89473684210526","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.22655684668950385","0.12642695240059745","0.01241500103029054","0.03884195343086751","0.3222748815165877","0.30434782608695654","0.27519060375025756","0.7571090047393365","0.3222748815165877","0.1161137440758294","0.06119925819080981","0.03884195343086751","0.1450133937770451","0.0906655676900886","0.054605398722439726","0.4826396043684319","0.1450133937770451","0.0420873686379559","0.018030084483824437","0.01241500103029054","0.02869359159282918","0.2570059756851432","0.2163610138058933","0.173603956315681","0.6967854935091696","0.2570059756851432","0.08793529775396662","0.04368431897795178","0.02869359159282918","0.01241500103029054","0.024151545269848175","0.020872795434364436","0.01241500103029054","0.03884195343086751","0.02869359159282918","","","","","","","0.00006708187162052427","0.1372394561767578","0.08202952891588211","0.042216695845127106","0.05765283107757568","8","12","17","28","76","0.3191384971141815","",""
"clip-sum-v2-decoder-amazon-beauty/1749948820/1750296496","o8j13wee","finished","using img. features for SeqData","","amazon, beauty, clip-sum","2025-06-19T01:28:17.000Z","1749948820","1750296496","17070","beauty","dataset/amazon","true","/home/scur2745/logdir/decoder/amazon/beauty/1750296496","/home/scur2745/logdir/rqvae/amazon/beauty/1749948820/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14f94b573130>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","20000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","clip-sum-v2","false","false","17.601007396524604","6.873767982829701","5.740095734596252","2.806108780882575","2.1810350567102432","16.09090909090909","21.522727272727273","32.40909090909091","53.47727272727273","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.2004838207100945","0.11083486115460552","0.01609801904932254","0.056343066672628894","0.3171756919912355","0.27733309484416224","0.30827706479452666","0.724366140499933","0.3171756919912355","0.1262352993784376","0.08862853821043688","0.056343066672628894","0.15074006170907303","0.07999821133121675","0.09989715154496266","0.4352278316862675","0.15074006170907303","0.04556633725349908","0.03259848857487815","0.01609801904932254","0.03993203058623619","0.2568975539954389","0.19849751822206324","0.22640075124088896","0.6587219961543621","0.2568975539954389","0.09448642847560702","0.06671734561552564","0.03993203058623619","0.01609801904932254","0.03358663117480759","0.028337010408828363","0.01609801904932254","0.056343066672628894","0.03993203058623619","","","","","","","0.00006708187162052427","0.13413511216640472","0.09238405525684357","0.07852108776569366","0.05898049473762512","8","12","16","24","48","0.3640207350254059","",""
"decoder-amazon-sports/1749670527/1750188998","taxi5zt1","finished","40k rqvae","","amazon, sports","2025-06-17T19:36:39.000Z","1749670527","1750188998","16679","sports","dataset/amazon","false","/home/scur2745/logdir/decoder/amazon/sports/1750188998","/home/scur2745/logdir/rqvae/amazon/sports/1749670527/checkpoint_400000.pt","5000","<accelerate.accelerator.Accelerator object at 0x14eb31262250>","false","512","8","8","256","brand","AMAZON","false","128","cuda","0.3","20000","false","","1","200000","0.0003","fp16","true","","40000","true","true","false","256","32","[512,256,128]","768","0","3","false","true","0.035","","","","sum","clip-sum","","","16.903466483524866","7.637266526903425","5.313699569020953","2.5489883065223693","1.4035120972565245","16.007142857142856","21.32857142857143","31.85","49.705714280264715","79.88571428571429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.1829558709825608","0.09577785268838264","0.0028372380470812965","0.009129726389122983","0.10646665543008034","0.18588122928254397","0.2268947693690657","0.8128827462216979","0.10646665543008034","0.02778245968874656","0.017304342940614642","0.009129726389122983","0.027894825551997304","0.032754649137592","0.03955278386426204","0.5104500252823192","0.027894825551997304","0.0064610371369178046","0.004382268666779033","0.0028372380470812965","0.006067756615540199","0.07267262205741895","0.112225405921681","0.14076633518737008","0.7580201134895219","0.07267262205741895","0.018006629585931792","0.011208494859261757","0.006067756615540199","0.0028372380470812965","0.005485678190509479","0.004493921856740586","0.0028372380470812965","0.009129726389122983","0.006067756615540199","","","","","","","0.00006708187162052427","0.5635400414466858","0.4338458776473999","0.20428875088691711","0.0554274320602417","8","12","16","24","52","1.257102131843567","",""
